Total Assets (fin. + non-fin) --- Financial Assets --- Ratio of Financial Assets over Non-Fin Assets at Historical cost ---  Ratio of Financial Assets over Non-Fin Assets (for illustrative comparison),
DATE,totinv,fininv,hfininvratio,fininvratio,physasset,
1945-10-01,193.31,68.94,0.35662924835756,0.240744621402626,217.39
#N/A
#N/A
#N/A
1946-10-01,210.96,67.34,0.319207432688661,0.215591483912278,245.01
#N/A
#N/A
#N/A
1947-10-01,237.33,76.07,0.320482029241984,0.20958941857261,286.84
#N/A
#N/A
#N/A
1948-10-01,258.55,81.54,0.315374202281957,0.205825928917609,314.62
#N/A
#N/A
#N/A
1949-10-01,267.59,85.43,0.31925707238686,0.210645694139691,320.17
#N/A
#N/A
#N/A
1950-10-01,303.98,102.22,0.336272123165998,0.225953354703217,350.14
#N/A
#N/A
#N/A
1951-10-01,334.58,110.25,0.32951760416044,0.220138972085779,390.57
1952-01-01,337.47,108.42,0.321273002044626,0.212730055331005,401.24
1952-04-01,338.96,108.39,0.319772244512627,0.211794360747992,403.38
1952-07-01,347.74,113.68,0.326910910450336,0.219654519457433,403.86
1952-10-01,354.16,115.67,0.326632030720578,0.220559072534513,408.77
1953-01-01,357.56,114.05,0.318967446023045,0.21644241170554,412.88
1953-04-01,362.10,114.68,0.316680475006904,0.214816896131872,419.17
1953-07-01,370.96,118.67,0.319899719646323,0.217999118230583,425.69
1953-10-01,373.65,118.72,0.317703733440385,0.217571381446322,426.94
1954-01-01,372.75,114.45,0.307042253521127,0.21025848290559,429.88
1954-04-01,373.80,113.92,0.304761904761905,0.208450755773524,432.55
1954-07-01,382.35,119.46,0.312462403556951,0.216071041018592,433.45
1954-10-01,390.17,124.23,0.318399671937873,0.221750151736942,435.96
1955-01-01,395.45,124.95,0.315994436717663,0.221507206296868,439.14
1955-04-01,402.51,128,0.318004521626792,0.222635799140765,446.93
1955-07-01,416.26,135.35,0.325157353577091,0.227662652223643,459.17
1955-10-01,430.13,141.62,0.329249296724246,0.230044507975699,474
1956-01-01,434.10,137.59,0.316931582584658,0.218684934119554,491.58
1956-04-01,440.64,137.51,0.312068809005083,0.215785344421779,499.78
1956-07-01,452.00,142.11,0.314402654867257,0.216357352739674,514.72
1956-10-01,463.17,146.66,0.316643996804629,0.218070712777662,525.91
1957-01-01,468.60,144.8,0.309005548442168,0.212544218885317,536.47
1957-04-01,474.74,145.5,0.306483548889919,0.210982700868582,544.13
1957-07-01,484.78,149.36,0.308098518915797,0.212896972461372,552.2
1957-10-01,490.70,151.24,0.308212757285511,0.213245350591487,557.99
1958-01-01,492.12,147.81,0.300353572299439,0.208927587035493,559.66
1958-04-01,494.99,149.08,0.301177801571749,0.209614600469622,562.13
1958-07-01,505.92,156.32,0.308981657179001,0.216575687882734,565.46
1958-10-01,517.71,162.79,0.314442448475015,0.222063076335461,570.29
1959-01-01,525.10,163.46,0.311293087031042,0.220754666018421,577
1959-04-01,537.08,169.28,0.315185819617189,0.224743417820678,583.9
1959-07-01,546.40,173.54,0.317606149341142,0.227497968065861,589.28
1959-10-01,556.86,177.89,0.319451926875696,0.230141275098323,595.07
1960-01-01,564.50,176.65,0.312914083259522,0.227527402465256,599.74
1960-04-01,569.82,176.67,0.310062826857604,0.226335814299074,603.93
1960-07-01,577.65,178.93,0.309755041980438,0.22728947268131,608.27
1960-10-01,582.73,180.74,0.310160794879275,0.228666135296871,609.67
1961-01-01,587.24,179.04,0.304883863497037,0.226572683210792,611.17
1961-04-01,597.24,185.01,0.309758221150626,0.231190253045923,615.24
1961-07-01,606.62,188.74,0.311133823480927,0.233131183380062,620.88
1961-10-01,617.76,193.4,0.313066563066563,0.235870917384199,626.54
1962-01-01,625.10,193.19,0.309054551271796,0.233966285603565,632.56
1962-04-01,634.26,196.39,0.309636426701983,0.235414693789483,637.84
1962-07-01,645.59,200.82,0.311064297774129,0.237653992260447,644.19
1962-10-01,655.60,205.38,0.31327028676022,0.240277972764285,649.38
1963-01-01,662.62,205.75,0.310509794452326,0.239266443390083,654.17
1963-04-01,674.09,210.72,0.312599207820914,0.242128969986671,659.56
1963-07-01,685.83,215.28,0.313897029876208,0.244186837866655,666.34
1963-10-01,698.41,220.74,0.316075084835555,0.247031702868142,672.86
1964-01-01,704.94,220.33,0.312565608420575,0.244917467904185,679.31
1964-04-01,716.50,225.22,0.314333565945569,0.246042583873188,690.15
1964-07-01,730.20,231.27,0.316721446179129,0.248795128878179,698.29
1964-10-01,743.68,235.29,0.316386080034423,0.248947201354354,709.82
1965-01-01,756.65,237.58,0.31398929491839,0.247768229601201,721.3
1965-04-01,772.79,243.21,0.314716805341684,0.249221215723245,732.67
1965-07-01,791.17,249.12,0.314875437642984,0.250777640201733,744.27
1965-10-01,817.23,262.71,0.321463969751478,0.256552734375,761.29
1966-01-01,832.03,264.79,0.318257755129022,0.255246137088768,772.63
1966-04-01,851.32,270.25,0.317448198092374,0.253529582829107,795.73
1966-07-01,869.94,274.24,0.315240131503322,0.252771966045144,810.72
1966-10-01,887.27,277.09,0.312295017300258,0.249657620643673,832.79
1967-01-01,899.02,275.58,0.306522658005384,0.245558070322385,846.68
1967-04-01,911.01,276.77,0.303816643066487,0.24326723622684,860.95
1967-07-01,929.26,283.52,0.305102985170996,0.24424324394173,877.29
