PRO
40.4


43.8


47.3


48.1333333333333


49.1


49.2333333333333


48.0666666666667


48.4


49.5333333333333


48.8333333333333


50.2666666666667


53.8333333333333


54.9333333333333


55.7


55.7333333333333


53.1


51.4333333333333


51.2333333333333


51.4666666666667


52.9


55.8


58.1666666666667


59.0666666666667


60.5


60.7


60.4666666666667


60.1333333333333


62.3


62.9


62.1


62.3333333333333


59.7333333333333


56.3666666666667


55.4


58.3333333333333


60.9666666666667


63.6333333333333


66.7


64


64.2666666666667


68.2


66.7


65.6


64


63.0666666666667


65.5666666666667


67.6666666666667


70.0333333333333


71.0666666666667


71.7666666666667


72.5


73.1


74.5


76.4666666666667


76.9666666666667


78.2666666666667


79.3333333333333


81.2


82.5


83.7


86.9


88.9


90.7666666666667


92.6333333333333


95.2333333333333


97.2666666666667


98.7666666666667


99.7


99.1


98.7666666666667


99.6666666666667


102.433333333333


104.233333333333


105.9


106.9


108.266666666667


110.166666666667


110.7


112.133333333333


111.7


108.9


108.333333333333


108.1


105.8


108.033333333333


109.066666666667


109.666666666667


111.5


115.466666666667


118.166666666667


120.6


124.533333333333


127.533333333333


129.333333333333


130.633333333333


131.433333333333


129.833333333333


131.033333333333


131.766666666667


124.566666666667


113.2


114.233333333333


120.5


123.366666666667


127.633333333333


129.933333333333


131.5


132.5


134.833333333333


138


139.3


140.3
